family,sci_name,hosts,location,sample_type,host_feeding,host_habitat,virus_host_count,infected_host_sample_size,actual_host_sample_size,read_count,read_prop,RPM
Picobirnaviridae,Picobirnavirus sp. gcode 4,Lizard,Ebonyi ,Oral,Insctivores,peri-domesticated,1,3,3,5,4.07E-07,0.407281012
Poxviridae,Orf virus,Lizard,Ebonyi ,Oral,Insctivores,peri-domesticated,7,3,3,240,1.95E-05,19.54948855
Adintoviridae,Terrapene box turtle adintovirus,Lizard,Ebonyi,Swab,Insctivores,peri-domesticated,3,3,3,41,1.21E-05,12.13489924
Adintoviridae,Terrapene box turtle adintovirus,Lizard,Ondo,Swab,Insctivores,peri-domesticated,3,3,3,372,2.10E-05,20.97671821
Papillomaviridae,Human papillomavirus,Lizard,Ondo,Swab,Insctivores,peri-domesticated,4,3,3,19,1.08E-06,1.08
Papillomaviridae,Leptonychotes weddellii papillomavirus 4,Lizard,Ondo,Swab,Insctivores,peri-domesticated,1,3,3,137,7.76E-06,7.76
Papillomaviridae,Miniopterus schreibersii papillomavirus 1,Lizard,Ondo,Swab,Insctivores,peri-domesticated,1,3,3,66,3.74E-06,3.74
Papillomaviridae,Peromyscus papillomavirus 1,Lizard,Ondo,Swab,Insctivores,peri-domesticated,1,3,3,15,8.45E-07,0.845173748
Mitoviridae,Ambrosia artemisiifolia mitovirus 1,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,539,4.19E-05,41.9
Orthoherpesviridae,Bovine gammaherpesvirus 6,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,3,4,4,205,1.53E-05,15.34537255
Potyviridae,Celery mosaic virus,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,33,2.57E-06,2.57
Potyviridae,Endive yellows virus,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,2,4,4,55,4.27E-06,4.268008099
Potyviridae,Kalanchoe mosaic virus,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,6,4.47E-07,0.447012148
Potyviridae,Lily mottle virus,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,7,5.22E-07,0.521514173
Potyviridae,Paris potyvirus 4,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,11,8.20E-07,0.819522272
Potyviridae,Polygonatnum kingianum mottle virus,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,55,4.20E-06,4.198048594
Potyviridae,Potyvirus apii,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,6,4.47E-07,0.447012148
Potyviridae,Potyvirus sp.,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,21,1.63E-06,1.63
Potyviridae,Turnip mosaic virus,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,14,1.04E-06,1.043028346
Potyviridae,Vanilla distortion mosaic virus,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,2,4,4,58,4.49E-06,4.486016198
Poxviridae,Bovine papular stomatitis virus,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,9,6.71E-07,0.670518223
Poxviridae,Orf virus,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,7,4,4,6978,0.000535057,535.0568918
Poxviridae,Parapoxvirus red deer/HL953,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,10,7.45E-07,0.745020247
Solemoviridae,Southern cowpea mosaic virus,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,32,2.43E-06,2.431036445
Tobaniviridae,Bovine nidovirus 1,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,66831,0.005178739,5178.738634
Tobaniviridae,Bovine nidovirus TCH5,Pig,Ebonyi ,Rectal,Omnivores,peri-domesticated,1,4,4,56630,0.004359046,4359.045953
Adenoviridae,Fowl aviadenovirus 6,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,5,3.89E-07,0.388825588
Alphaflexiviridae,Cassava Colombian symptomless virus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,7,3.18E-07,0.318486871
Alphaflexiviridae,Dioscorea potexvirus 1,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,241,1.13E-05,11.26848687
Alphaflexiviridae,Lily virus X,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,10,4.55E-07,0.454981244
Alphaflexiviridae,Nerine virus X,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,8,3.64E-07,0.363984995
Alphaflexiviridae,Yam virus X,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,28,1.29E-06,1.293977493
Alphaflexiviridae,Zygocactus virus X,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,22,1.00E-06,1.000958736
Astroviridae,Hubei mamastrovirus 1,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,90,4.21E-06,4.21
Astroviridae,Hubei mamastrovirus 3,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,604,4.70E-05,46.97013104
Astroviridae,Jiangsu mamastrovirus 1,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,32034,0.00256908,2569.08
Astroviridae,Jiangsu mamastrovirus 2,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,39,1.82E-06,1.82
Astroviridae,Mamastrovirus 2,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,16,7.28E-07,0.72796999
Astroviridae,Mamastrovirus 3,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,5,4,4,181430,0.014207259,14207.25946
Astroviridae,Mamastrovirus sp.,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,165,1.21E-05,12.05683657
Astroviridae,Pig astrovirus CX1,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,13,5.91E-07,0.591475617
Astroviridae,Pig astrovirus ahast-2,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,98484,0.007898054,7898.053861
Astroviridae,Porcine astrovirus 2,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,51206,0.004105738,4105.738389
Astroviridae,Porcine astrovirus 4,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,105563,0.008412799,8412.798997
Astroviridae,Sichuan mamastrovirus 8,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,201,1.56E-05,15.63078864
Circoviridae,Circovirus sp.,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,97,5.12E-06,5.119747959
Circoviridae,Po-Circo-like virus 51,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,4,1.82E-07,0.181992498
Circoviridae,Porcine circovirus 5,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,74,5.93E-06,5.93
Circoviridae,Porcine stool-associated circular virus 5,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,4,3.11E-07,0.31106047
Circoviridae,Porcine stool-associated circular virus/BEL/15V010,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,200,1.58E-05,15.75155434
Genomoviridae,Chicken genomovirus mg8_416,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,6,2.73E-07,0.272988746
Genomoviridae,Chicken stool-associated gemycircularvirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,4,4,4,34,1.73E-06,1.733115532
Genomoviridae,Genomoviridae sp.,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,6,4,4,323,1.90E-05,18.95513728
Genomoviridae,Porcine genomovirus-1,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,6733,0.000311953,311.9531305
Genomoviridae,Raccoon dog stool-associated gemycircularvirus 1,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,289,1.31E-05,13.14895795
Genomoviridae,bubaline-associated gemykrogvirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,4,4,4,62,3.85E-06,3.853427495
Genomoviridae,crane CRESS-DNA virus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,169,7.69E-06,7.689183021
Mimiviridae,Indivirus ILV1,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,7,5.44E-07,0.544355823
Narnaviridae,Lilsebastian narna-like virus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,5,3.89E-07,0.388825588
Orthoherpesviridae,Alcelaphine gammaherpesvirus 1,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,62,2.86E-06,2.862951234
Orthoherpesviridae,Bovine gammaherpesvirus 6,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,3,4,4,605,2.81E-05,28.07417927
Orthoherpesviridae,Ovine gammaherpesvirus 2,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,90,4.18E-06,4.176445607
Orthoherpesviridae,Porcine lymphotropic herpesvirus 2,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,437,2.02E-05,20.22819802
Orthoherpesviridae,Porcine lymphotropic herpesvirus 3,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,157,7.26E-06,7.25787621
Orthoherpesviridae,Rhinolophus gammaherpesvirus 1,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,10,4.55E-07,0.454981244
Orthoherpesviridae,Suid betaherpesvirus 2,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,20,1.25E-06,1.248470312
Partitiviridae,Neurospora discreta partitivirus 4,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,13,5.91E-07,0.591475617
Partitiviridae,Partitiviridae sp.,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,5,4,4,1543,8.69E-05,86.90119017
Partitiviridae,Rosellinia necatrix partitivirus 21,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,108,5.04E-06,5.041984995
Partitiviridae,Sarcosphaera coronaria partitivirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,365,1.71E-05,17.1
Parvoviridae,Porcine bocavirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,3,4,4,5056,0.000402375,402.375116
Parvoviridae,Porcine bocavirus 2,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,11,8.55E-07,0.855416294
Parvoviridae,Porcine bocavirus 3,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,61,3.20E-06,3.202649525
Parvoviridae,Porcine bocavirus 3/64-1/N.Ireland/2004,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,36,1.87E-06,1.866590706
Parvoviridae,Porcine bufavirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,17,1.32E-06,1.322006999
Parvoviridae,Protoparvovirus Zsana/2013/HUN,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,36,2.89E-06,2.89
Parvoviridae,Zophobas morio black wasting virus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,8,3.64E-07,0.363984995
Picobirnaviridae,Bovine picobirnavirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,4,4,4,100,8.02E-06,8.02
Picobirnaviridae,Dromedary picobirnavirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,4,4,4,910,7.30E-05,73
Picobirnaviridae,Human picobirnavirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,3,4,4,700,5.61E-05,56.08882559
Picobirnaviridae,Otarine picobirnavirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,52,4.17E-06,4.17
Picobirnaviridae,Picobirnavirus sp.,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,8,4,4,2210,0.000148256,148.2557176
Picobirnaviridae,Porcine picobirnavirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,6,4,4,1669,0.00013372,133.7203623
Picobirnaviridae,Simian picobirnavirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,4,4,4,17,1.32E-06,1.322006999
Picornaviridae,Chicken picornavirus 4,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,4,4,4,24,1.12E-06,1.12
Picornaviridae,Enterovirus G,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,84,6.74E-06,6.74
Picornaviridae,Enterovirus sp.,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,12,7.40E-07,0.739579452
Picornaviridae,Kobuvirus cebes,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,34,1.59E-06,1.59
Picornaviridae,Kobuvirus swine/China/2010,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,16,1.24E-06,1.244241882
Picornaviridae,Megrivirus sp.,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,5,4,4,1042,8.36E-05,83.57
Picornaviridae,Pasivirus A,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,80,6.42E-06,6.42
Picornaviridae,Pasivirus A1,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,22,1.75E-06,1.746590706
Picornaviridae,Porcine kobuvirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,11205,0.000890693,890.6929287
Picornaviridae,Porcine kobuvirus swine/2007/CHN,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,7,3.18E-07,0.318486871
Picornaviridae,Sichuan entero-like virus 1,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,4,1.82E-07,0.181992498
Picornaviridae,Sichuan picorna-like virus 31,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,24,1.87E-06,1.866362823
Picornaviridae,Teschovirus A,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,10,4.55E-07,0.454981244
Picornaviridae,megrivirus C1,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,3,4,4,21,9.55E-07,0.955460612
Sedoreoviridae,Equine rotavirus A,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,12,9.33E-07,0.933181411
Sedoreoviridae,Human rotavirus A,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,4,4,4,621,2.96E-05,29.58424188
Sedoreoviridae,Porcine rotavirus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,907,4.26E-05,42.61659071
Sedoreoviridae,Porcine rotavirus A,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,4,4,4,149,8.90E-06,8.902457956
Sedoreoviridae,Porcine rotavirus HP140,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,12,9.62E-07,0.962
Sedoreoviridae,Rotavirus A,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,4,4,4,1045,5.28E-05,52.84661611
Sedoreoviridae,Rotavirus A TRUYO,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,5,3.89E-07,0.388825588
Solemoviridae,Southern cowpea mosaic virus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,19,8.64E-07,0.864464363
Unclassifed,Chicken virus mg5_2197,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,6,4.67E-07,0.466590706
Unclassifed,Circular ssDNA virus sp.,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,2,4,4,4,3.11E-07,0.31106047
Unclassifed,Hubei levi-like virus 2,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,6,2.73E-07,0.272988746
Unclassifed,Kagge virus,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,226,1.46E-05,14.6
Unclassifed,ssDNA virus sp.,Pig,Ebonyi,Swab,Omnivores,peri-domesticated,1,4,4,4,1.82E-07,0.181992498
Adenoviridae,Murine adenovirus 1,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,17,0.000170211,170.211
Adenoviridae,Murine adenovirus 3,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,2144,0.022200676,22200.67631
Anelloviridae,Anelloviridae sp.,Rodent,Ebonyi ,Liver,Omnivores,wild,2,56,104,8,8.01E-05,80.09932316
Anelloviridae,Anelloviridae sp.,Rodent,Ondo ,Liver,Omnivores,wild,2,56,104,50,0.000106588,106.5876253
Anelloviridae,Mosquito VEM Anellovirus SDBVL B,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,38,0.000119695,119.6949848
Anelloviridae,Myodefec virus RodL3_715,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,4,3.43E-06,3.4320211
Anelloviridae,Rodent Torque teno virus 1,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,88,2.17E-05,21.66441816
Anelloviridae,Rodent torque teno virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,4,1.20E-05,11.99817628
Anelloviridae,Torque teno calomys tener virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,11,3.53E-05,35.3
Anelloviridae,mosquito VEM Anellovirus SDBVL,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,47,0.000140979,140.9785713
Arenaviridae,Aershan mammarenavirus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,6,1.18E-06,1.181537764
Arenaviridae,Arenavirus sp.,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,1600,0.00029247,292.4703178
Arenaviridae,Bitu virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,7,1.38E-06,1.378460724
Arenaviridae,Cardamones virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,49,1.06E-05,10.58523365
Arenaviridae,Dhati Welel mammarenavirus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,2125,0.000254363,254.3632906
Arenaviridae,Gbagroube virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,1819,0.00018884,188.8397914
Arenaviridae,Kitale virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,42,3.69E-06,3.688365821
Arenaviridae,Kwanza virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,538,0.000119791,119.7908171
Arenaviridae,Lassa virus Josiah,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,18029,0.003099178,3099.178266
Arenaviridae,Lijiang virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,78,7.50E-06,7.49587088
Arenaviridae,Mafiga mammarenavirus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,1012,0.000178818,178.8183188
Arenaviridae,Mammarenavirus choriomeningitidis,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,189,2.49E-05,24.86024234
Arenaviridae,Mammarenavirus gairoense,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,1791,0.000162642,162.6424956
Arenaviridae,Mammarenavirus ippyense,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,73,3.22E-06,3.224873048
Arenaviridae,Mammarenavirus lassaense,Rodent,Ondo,Liver,Omnivores,wild,1,56,104,728,4.44E-05,44.37375526
Arenaviridae,Mammarenavirus lassaense,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,2536246,0.394230318,394230.3184
Arenaviridae,Mammarenavirus lunaense,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,835,7.69E-05,76.906566
Arenaviridae,Mammarenavirus marientalense,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,370,4.39E-05,43.88860743
Arenaviridae,Mammarenavirus merinoense,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,66,2.92E-06,2.915638646
Arenaviridae,Mammarenavirus mopeiaense,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,515,5.89E-05,58.91619168
Arenaviridae,Mammarenavirus piritalense,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,40,7.88E-06,7.876918423
Arenaviridae,Mammarenavirus praomyidis,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,61,8.04E-06,8.040888542
Arenaviridae,Mammarenavirus tacaribeense,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,64,2.83E-06,2.82728596
Arenaviridae,Mammarenavirus wenzhouense,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,227,3.20E-05,32.04714462
Arenaviridae,Mammarenavirus whitewaterense,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,25,4.92E-06,4.923074015
Arenaviridae,Menekre virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,1919,0.000472432,472.432
Arenaviridae,Mopeia Lassa virus reassortant 29,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,3794,0.000306072,306.0721853
Arenaviridae,Morogoro mammarenavirus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,9213,0.001731969,1731.969034
Arenaviridae,Ngerengere mammarenavirus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,183,1.74E-05,17.40181446
Arenaviridae,Pichinde virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,192,2.30E-05,23.02659422
Arenaviridae,Rat mammarenavirus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,39,3.25E-06,3.250343557
Arenaviridae,Souris virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,4,9.85E-07,0.98474628
Arenaviridae,WENV Rattus norvegicus mammarenavirus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,20,4.92E-06,4.923731401
Arenaviridae,Wenzhou Rattus losea mammarenavirus 1,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,13,2.56E-06,2.559998488
Arenaviridae,Wenzhou Rattus norvegicus mammarenavirus 1,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,233,2.74E-05,27.44967843
Arenaviridae,Xingyi virus,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,13,5.74E-07,0.574292461
Astroviridae,Mamastrovirus 3,Rodent,Ebonyi ,Liver,Omnivores,wild,5,56,104,16,9.90E-06,9.899299576
Circoviridae,Circovirus gnaver,Rodent,Ebonyi,Liver,Omnivores,wild,1,56,104,44,4.39E-05,43.9
Circoviridae,Circovirus gnaver,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,7391,0.004599484,4599.48403
Circoviridae,Circovirus gnaver,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,1643,0.000331016,331.016
Circoviridae,Giant panda circovirus 6,Rodent,Ebonyi,Liver,Omnivores,wild,1,56,104,22,2.19E-05,21.9
Circoviridae,Giant panda circovirus 6,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,144,6.89E-05,68.85377287
Circoviridae,Giant panda circovirus 6,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,40,1.76E-05,17.61724902
Circoviridae,Paguma larvata circovirus,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,59,2.45E-05,24.47811668
Genomoviridae,Chimpanzee gemykibivirus,Rodent,Ebonyi,Liver,Omnivores,wild,3,56,104,6,5.22E-06,5.220823428
Genomoviridae,Gemycircularvirus environmental sample,Rodent,Ebonyi,Liver,Omnivores,wild,1,56,104,8,6.96E-06,6.961097904
Genomoviridae,Gemykibivirus,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,4,2.31E-06,2.30976221
Genomoviridae,Genomoviridae sp.,Rodent,Ebonyi ,Liver,Omnivores,wild,6,56,104,50,2.95E-05,29.47098686
Genomoviridae,Genomoviridae sp.,Rodent,Ondo ,Liver,Omnivores,wild,6,56,104,70,5.00E-05,49.98364821
Genomoviridae,Gila monster-associated gemycircularvirus 1,Rodent,Ebonyi ,Liver,Omnivores,wild,3,56,104,85,4.50E-05,44.98715546
Genomoviridae,Grus nigricollis-associatied genomovirus,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,21,1.10E-05,11.02719441
Genomoviridae,Human associated gemykibivirus 2,Rodent,Ebonyi ,Liver,Omnivores,wild,5,56,104,4,8.76E-07,0.87589374
Genomoviridae,bubaline-associated gemykrogvirus,Rodent,Ebonyi ,Liver,Omnivores,wild,4,56,104,37,9.44E-06,9.437749877
Mesoniviridae,Alphamesonivirus cavallyense,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,14,1.15E-05,11.47063354
Mesoniviridae,Houston virus,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,4,1.13E-06,1.126148319
Mesoniviridae,Nam Dinh virus,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,11,3.10E-06,3.096907878
Nairoviridae,Cencurut virus,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,6,3.84E-07,0.384244146
Nairoviridae,Nairoviridae sp.,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,64,4.10E-06,4.09860422
Nairoviridae,Orthonairovirus thiaforaense,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,677,4.38E-05,43.77667946
Orthoherpesviridae,Mastomys natalensis cytomegalovirus 1,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,29,0.000183233,183.2331634
Orthoherpesviridae,Mastomys natalensis cytomegalovirus 1,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,166,0.000515635,515.6346137
Orthoherpesviridae,Mastomys natalensis cytomegalovirus 2,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,6,6.01E-05,60.07449237
Orthoherpesviridae,Mastomys natalensis cytomegalovirus 2,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,107,0.000320951,320.9512154
Orthoherpesviridae,Mastomys natalensis cytomegalovirus 3,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,63,0.000630782,630.7822926
Orthoherpesviridae,Mastomys natalensis cytomegalovirus 3,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,301,0.000893882,893.8823462
Orthoherpesviridae,Murid betaherpesvirus 1,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,50,0.00050062,500.6204771
Orthoherpesviridae,Murid betaherpesvirus 1,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,214,0.000669966,669.9660696
Orthoherpesviridae,Murid betaherpesvirus 2,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,8,8.01E-05,80.09932316
Orthoherpesviridae,Murid betaherpesvirus 2,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,36,0.000113696,113.6958966
Orthoherpesviridae,Murid betaherpesvirus 8,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,167,0.001672074,1672.073555
Orthoherpesviridae,Murid betaherpesvirus 8,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,852,0.00263367,2633.669697
Orthoherpesviridae,Murid gammaherpesvirus 4,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,8,2.57E-05,25.7
Orthoherpesviridae,Murine cytomegalovirus (strain K181),Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,26,7.80E-05,77.9881458
Orthoherpesviridae,Rat cytomegalovirus ALL-03,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,16,0.000160199,160.1986616
Orthoherpesviridae,Rat cytomegalovirus ALL-03,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,96,0.000301851,301.8513221
Papillomaviridae,Mastomys coucha papillomavirus 2,Rodent,Ondo ,Liver,Omnivores,wild,1,56,104,13,3.20E-06,3.20042541
Papillomaviridae,human papillomavirus 24,Rodent,Ebonyi ,Liver,Omnivores,wild,2,56,104,4,1.95E-06,1.948485929
Parvoviridae,Adeno-associated virus,Rodent,Ebonyi ,Liver,Omnivores,wild,4,56,104,36,1.62E-05,16.23877495
Parvoviridae,Bat adeno-associated virus,Rodent,Ebonyi ,Liver,Omnivores,wild,1,56,104,4,2.72E-06,2.720185408
